clave_vuelo,aeropuerto,num_vuelo,iata_compania,aerolinea,destino_iata,destino_ciudad,salida_programada,salida_estimada,estado,estado_desc,terminal,puerta,mostrador,tipo_aeronave,detectado_en
MAD_2775_11/09/2026_20:10:00_PMI,MAD,2775,FR,Ryanair,PMI,PALMA DE MALLORCA,2026-09-11 20:10:00,2026-09-11 23:22:00,BOR,Embarcando,T1,C38,null-null,B38M,2026-09-11 22:31:11.072674
MAD_6608_11/09/2026_21:05:00_RBA,MAD,6608,FR,Ryanair,RBA,RABAT /SALE,2026-09-11 21:05:00,2026-09-11 22:36:00,BOR,Embarcando,T1,B31,null-null,738W,2026-09-11 22:31:11.072674
MAD_3210_11/09/2026_21:30:00_EDI,MAD,3210,U2,easyJet UK,EDI,EDIMBURGO,2026-09-11 21:30:00,2026-09-11 22:43:00,BOR,Embarcando,T1,B30,null-null,A320,2026-09-11 22:31:11.072674
MAD_144_11/09/2026_22:10:00_DXB,MAD,144,EK,Emirates,DXB,DUBAI,2026-09-11 22:10:00,2026-09-11 22:39:00,BOR,Embarcando,T4,S21,null-null,A359,2026-09-11 22:31:11.072674
MAD_8144_11/09/2026_22:10:00_DXB,MAD,8144,,,DXB,DUBAI,2026-09-11 22:10:00,2026-09-11 22:39:00,BOR,Embarcando,T4,S21,null-null,A359,2026-09-11 22:31:11.072674
MAD_6256_11/09/2026_22:10:00_DXB,MAD,6256,AV,Avianca,DXB,DUBAI,2026-09-11 22:10:00,2026-09-11 22:39:00,BOR,Embarcando,T4,S21,null-null,A359,2026-09-11 22:31:11.072674
MAD_0463_11/09/2026_22:20:00_LCG,MAD,0463,IB,Iberia,LCG,A CORUÑA,2026-09-11 22:20:00,2026-09-11 22:30:00,BOR,Embarcando,T4,J48,850-859,A20N,2026-09-11 22:31:11.072674
MAD_5995_11/09/2026_22:30:00_STN,MAD,5995,RK,Ryanair,STN,LONDRES /STANSTED,2026-09-11 22:30:00,2026-09-12 01:14:00,INI,INI,T1,B30,356-360,B38M,2026-09-11 22:31:11.072674
MAD_2050_11/09/2026_22:35:00_MAN,MAD,2050,U2,easyJet UK,MAN,MANCHESTER,2026-09-11 22:35:00,2026-09-11 22:27:00,BOR,Embarcando,T1,A4,null-null,A32A,2026-09-11 22:31:11.072674
MAD_595_11/09/2026_22:40:00_DUB,MAD,595,EI,Aer Lingus,DUB,DUBLIN,2026-09-11 22:40:00,2026-09-11 23:35:00,BOR,Embarcando,T4,S37,null-null,A320,2026-09-11 22:31:11.072674
MAD_2436_11/09/2026_22:45:00_FCO,MAD,2436,FR,Ryanair,FCO,ROMA /FIUMICINO,2026-09-11 22:45:00,2026-09-11 23:44:00,BOR,Embarcando,T1,C48,null-null,738W,2026-09-11 22:31:11.072674
MAD_6314_11/09/2026_22:45:00_MXP,MAD,6314,W4,Wizz Air Malta (WMT),MXP,MILAN /MALPENSA,2026-09-11 22:45:00,2026-09-11 23:30:00,BOR,Embarcando,T1,C40,null-null,A32B,2026-09-11 22:31:11.072674
MAD_152_11/09/2026_22:45:00_DOH,MAD,152,QR,Qatar Airways,DOH,DOHA / HAMAD INTERNATIONAL,2026-09-11 22:45:00,2026-09-11 22:49:00,BOR,Embarcando,T4,S39,null-null,A35K,2026-09-11 22:31:11.072674
MAD_1472_11/09/2026_22:55:00_FAO,MAD,1472,FR,Ryanair,FAO,FARO,2026-09-11 22:55:00,2026-09-11 23:00:00,BOR,Embarcando,T1,C42,null-null,738W,2026-09-11 22:31:11.072674
MAD_6016_11/09/2026_22:55:00_FCO,MAD,6016,W4,Wizz Air Malta (WMT),FCO,ROMA /FIUMICINO,2026-09-11 22:55:00,2026-09-12 00:57:00,INI,INI,T2,C42,559-560,A21N,2026-09-11 22:31:11.072674
MAD_0539_11/09/2026_22:55:00_LIS,MAD,0539,IB,Iberia,LIS,LISBOA,2026-09-11 22:55:00,2026-09-11 23:13:00,BOR,Embarcando,T4,J50,null-null,A321,2026-09-11 22:31:11.072674
MAD_1679_11/09/2026_23:05:00_PMI,MAD,1679,I2,Iberia Express,PMI,PALMA DE MALLORCA,2026-09-11 23:05:00,2026-09-11 23:06:00,BOR,Embarcando,T4,J52,null-null,A21N,2026-09-11 22:31:11.072674
MAD_6969_11/09/2026_23:05:00_PMI,MAD,6969,,,PMI,PALMA DE MALLORCA,2026-09-11 23:05:00,2026-09-11 23:06:00,BOR,Embarcando,T4,J52,null-null,A21N,2026-09-11 22:31:11.072674
MAD_1629_11/09/2026_23:05:00_PMI,MAD,1629,LA,LATAM Airlines,PMI,PALMA DE MALLORCA,2026-09-11 23:05:00,2026-09-11 23:06:00,BOR,Embarcando,T4,J52,null-null,A21N,2026-09-11 22:31:11.072674
MAD_6996_11/09/2026_23:05:00_PMI,MAD,6996,QR,Qatar Airways,PMI,PALMA DE MALLORCA,2026-09-11 23:05:00,2026-09-11 23:06:00,BOR,Embarcando,T4,J52,null-null,A21N,2026-09-11 22:31:11.072674
MAD_5177_11/09/2026_23:05:00_PMI,MAD,5177,VY,Vueling,PMI,PALMA DE MALLORCA,2026-09-11 23:05:00,2026-09-11 23:06:00,BOR,Embarcando,T4,J52,null-null,A21N,2026-09-11 22:31:11.072674
MAD_9407_11/09/2026_23:10:00_VLC,MAD,9407,,,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_1749_11/09/2026_23:10:00_VLC,MAD,1749,LA,LATAM Airlines,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_5312_11/09/2026_23:10:00_VLC,MAD,5312,VY,Vueling,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_6096_11/09/2026_23:10:00_VLC,MAD,6096,AV,Avianca,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_6884_11/09/2026_23:10:00_VLC,MAD,6884,QR,Qatar Airways,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_7313_11/09/2026_23:10:00_VLC,MAD,7313,CZ,China Southern Airlines,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_5609_11/09/2026_23:10:00_VLC,MAD,5609,AY,Finnair,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_1083_11/09/2026_23:10:00_VLC,MAD,1083,IB,Iberia,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_1903_11/09/2026_23:10:00_VLC,MAD,1903,CX,Cathay Pacific,VLC,VALENCIA,2026-09-11 23:10:00,2026-09-11 23:12:00,BOR,Embarcando,T4,K94,null-null,CRJX,2026-09-11 22:31:11.072674
MAD_1633_11/09/2026_23:15:00_LPA,MAD,1633,I2,Iberia Express,LPA,GRAN CANARIA,2026-09-11 23:15:00,2026-09-11 23:12:00,BOR,Embarcando,T4,H3,null-null,A21N,2026-09-11 22:31:11.072674
MAD_5413_11/09/2026_23:15:00_LPA,MAD,5413,VY,Vueling,LPA,GRAN CANARIA,2026-09-11 23:15:00,2026-09-11 23:12:00,BOR,Embarcando,T4,H3,null-null,A21N,2026-09-11 22:31:11.072674
MAD_022_11/09/2026_23:35:00_MEX,MAD,022,AM,Aeromexico,MEX,MEXICO,2026-09-11 23:35:00,2026-09-11 23:30:00,BOR,Embarcando,T1,B20,null-null,B788,2026-09-11 22:31:11.072674
MAD_5484_11/09/2026_23:35:00_OPO,MAD,5484,FR,Ryanair,OPO,OPORTO,2026-09-11 23:35:00,2026-09-11 23:53:00,ULL,ULL,T1,C44,null-null,B38M,2026-09-11 22:31:11.072674
MAD_0117_11/09/2026_23:45:00_SCL,MAD,0117,IB,Iberia,SCL,SANTIAGO DE CHILE,2026-09-11 23:45:00,2026-09-12 00:10:00,CER,Cerrado,T4,S28,null-null,A359,2026-09-11 22:31:11.072674
MAD_8219_11/09/2026_23:45:00_LIM,MAD,8219,HU,Hainan Airlines,LIM,LIMA,2026-09-11 23:45:00,2026-09-12 00:22:00,CER,Cerrado,T1,B25,null-null,B789,2026-09-11 22:31:11.072674
MAD_4990_11/09/2026_23:45:00_LIM,MAD,4990,MU,China Eastern,LIM,LIMA,2026-09-11 23:45:00,2026-09-12 00:22:00,CER,Cerrado,T1,B25,null-null,B789,2026-09-11 22:31:11.072674
MAD_175_11/09/2026_23:45:00_LIM,MAD,175,UX,Air Europa,LIM,LIMA,2026-09-11 23:45:00,2026-09-12 00:22:00,CER,Cerrado,T1,B25,null-null,B789,2026-09-11 22:31:11.072674
MAD_7575_11/09/2026_23:45:00_LIM,MAD,7575,EY,Etihad Airways,LIM,LIMA,2026-09-11 23:45:00,2026-09-12 00:22:00,CER,Cerrado,T1,B25,null-null,B789,2026-09-11 22:31:11.072674
MAD_715_11/09/2026_23:45:00_GRU,MAD,715,LA,LATAM Airlines,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:45:00,2026-09-11 23:45:00,BOR,Embarcando,T4,S12,null-null,B789,2026-09-11 22:31:11.072674
MAD_0267_11/09/2026_23:45:00_GRU,MAD,0267,IB,Iberia,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:45:00,2026-09-12 00:01:00,BOR,Embarcando,T4,S49,null-null,A333,2026-09-11 22:31:11.072674
MAD_121_11/09/2026_23:45:00_COR,MAD,121,UX,Air Europa,COR,CORDOBA,2026-09-11 23:45:00,2026-09-12 00:19:00,CER,Cerrado,T1,B19,null-null,B789,2026-09-11 22:31:11.072674
MAD_157_11/09/2026_23:45:00_JNB,MAD,157,UX,Air Europa,JNB,JOHANNESBURGO /INTERNACIONAL,2026-09-11 23:45:00,2026-09-11 23:37:00,BOR,Embarcando,T1,B24,null-null,B788,2026-09-11 22:31:11.072674
MAD_705_11/09/2026_23:50:00_SCL,MAD,705,LA,LATAM Airlines,SCL,SANTIAGO DE CHILE,2026-09-11 23:50:00,2026-09-11 23:51:00,BOR,Embarcando,T4,S16,null-null,B789,2026-09-11 22:31:11.072674
MAD_045_11/09/2026_23:55:00_MVD,MAD,045,UX,Air Europa,MVD,MONTEVIDEO,2026-09-11 23:55:00,2026-09-12 00:17:00,CER,Cerrado,T1,A7,null-null,B789,2026-09-11 22:31:11.072674
MAD_0303_11/09/2026_23:55:00_MEX,MAD,0303,IB,Iberia,MEX,MEXICO,2026-09-11 23:55:00,2026-09-11 23:58:00,BOR,Embarcando,T4,S29,null-null,A359,2026-09-11 22:31:11.072674
MAD_0123_11/09/2026_23:55:00_LIM,MAD,0123,IB,Iberia,LIM,LIMA,2026-09-11 23:55:00,2026-09-12 00:19:00,CER,Cerrado,T4,S8,null-null,A332,2026-09-11 22:31:11.072674
MAD_4375_11/09/2026_23:55:00_GRU,MAD,4375,EY,Etihad Airways,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:55:00,2026-09-12 00:30:00,ULL,ULL,T1,A3,null-null,B789,2026-09-11 22:31:11.072674
MAD_6040_11/09/2026_23:55:00_GRU,MAD,6040,KU,Kuwait Airways,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:55:00,2026-09-12 00:30:00,ULL,ULL,T1,A3,null-null,B789,2026-09-11 22:31:11.072674
MAD_8221_11/09/2026_23:55:00_GRU,MAD,8221,HU,Hainan Airlines,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:55:00,2026-09-12 00:30:00,ULL,ULL,T1,A3,null-null,B789,2026-09-11 22:31:11.072674
MAD_057_11/09/2026_23:55:00_GRU,MAD,057,UX,Air Europa,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:55:00,2026-09-12 00:30:00,ULL,ULL,T1,A3,null-null,B789,2026-09-11 22:31:11.072674
MAD_4369_11/09/2026_23:55:00_EZE,MAD,4369,EY,Etihad Airways,EZE,BUENOS AIRES/MINISTRO PISTARINI,2026-09-11 23:55:00,2026-09-12 00:10:00,CER,Cerrado,T1,B23,null-null,B789,2026-09-11 22:31:11.072674
MAD_041_11/09/2026_23:55:00_EZE,MAD,041,UX,Air Europa,EZE,BUENOS AIRES/MINISTRO PISTARINI,2026-09-11 23:55:00,2026-09-12 00:10:00,CER,Cerrado,T1,B23,null-null,B789,2026-09-11 22:31:11.072674
MAD_4984_11/09/2026_23:55:00_GRU,MAD,4984,MU,China Eastern,GRU,SAO PAULO /GUARULHOS,2026-09-11 23:55:00,2026-09-12 00:30:00,ULL,ULL,T1,A3,null-null,B789,2026-09-11 22:31:11.072674
MAD_1602_12/09/2026_00:05:00_BOG,MAD,1602,LA,LATAM Airlines,BOG,BOGOTA /EL DORADO,2026-09-12 00:05:00,2026-09-12 00:11:00,BOR,Embarcando,T4,S4,null-null,A359,2026-09-11 22:31:11.072674
MAD_1555_12/09/2026_00:05:00_TFS,MAD,1555,I2,Iberia Express,TFS,TENERIFE SUR,2026-09-12 00:05:00,2026-09-12 00:01:00,BOR,Embarcando,T4,H7,null-null,A32A,2026-09-11 22:31:11.072674
MAD_0103_12/09/2026_00:05:00_EZE,MAD,0103,IB,Iberia,EZE,BUENOS AIRES/MINISTRO PISTARINI,2026-09-12 00:05:00,2026-09-12 00:09:00,BOR,Embarcando,T4,S44,null-null,A359,2026-09-11 22:31:11.072674
MAD_7755_12/09/2026_00:05:00_BOG,MAD,7755,PC,Pegasus Airlines,BOG,BOGOTA /EL DORADO,2026-09-12 00:05:00,2026-09-12 00:11:00,BOR,Embarcando,T4,S4,null-null,A359,2026-09-11 22:31:11.072674
MAD_5389_12/09/2026_00:05:00_BOG,MAD,5389,AY,Finnair,BOG,BOGOTA /EL DORADO,2026-09-12 00:05:00,2026-09-12 00:11:00,BOR,Embarcando,T4,S4,null-null,A359,2026-09-11 22:31:11.072674
MAD_5098_12/09/2026_00:05:00_BOG,MAD,5098,QR,Qatar Airways,BOG,BOGOTA /EL DORADO,2026-09-12 00:05:00,2026-09-12 00:11:00,BOR,Embarcando,T4,S4,null-null,A359,2026-09-11 22:31:11.072674
MAD_4233_12/09/2026_00:05:00_BOG,MAD,4233,BA,British Airways,BOG,BOGOTA /EL DORADO,2026-09-12 00:05:00,2026-09-12 00:11:00,BOR,Embarcando,T4,S4,null-null,A359,2026-09-11 22:31:11.072674
MAD_0155_12/09/2026_00:05:00_BOG,MAD,0155,IB,Iberia,BOG,BOGOTA /EL DORADO,2026-09-12 00:05:00,2026-09-12 00:11:00,BOR,Embarcando,T4,S4,null-null,A359,2026-09-11 22:31:11.072674
MAD_501_12/09/2026_00:10:00_EZE,MAD,501,PU,Plus Ultra,EZE,BUENOS AIRES/MINISTRO PISTARINI,2026-09-12 00:10:00,2026-09-12 00:18:00,CER,Cerrado,T4,S36,null-null,A332,2026-09-11 22:31:11.072674
MAD_607_12/09/2026_00:35:00_BCN,MAD,607,TU,Tunisair,BCN,BARCELONA-EL PRAT JOSEP TARRADELLAS,2026-09-12 00:35:00,2026-09-12 01:21:00,INI,INI,T1,B20,225-227,A320,2026-09-11 22:31:11.072674
MAD_607_12/09/2026_00:35:00_TUN,MAD,607,TU,Tunisair,TUN,TUNEZ,2026-09-12 00:35:00,2026-09-12 01:21:00,INI,INI,T1,B20,225-227,A320,2026-09-11 22:31:11.072674
MAD_125_12/09/2026_01:40:00_ASU,MAD,125,UX,Air Europa,ASU,ASUNCION,2026-09-12 01:40:00,2026-09-12 01:40:00,SCH,SCH,T1,B,216-222,B788,2026-09-11 22:31:11.072674
MAD_4305_12/09/2026_01:40:00_ASU,MAD,4305,EY,Etihad Airways,ASU,ASUNCION,2026-09-12 01:40:00,2026-09-12 01:40:00,SCH,SCH,T1,B,216-222,B788,2026-09-11 22:31:11.072674
MAD_039_12/09/2026_01:40:00_GYE,MAD,039,UX,Air Europa,GYE,GUAYAQUIL/SIMON BOLIVAR,2026-09-12 01:40:00,2026-09-12 01:40:00,INI,INI,T1,B,216-222,B788,2026-09-11 22:31:11.072674
MAD_2485_12/09/2026_01:45:00_LIM,MAD,2485,LP,LATAM Airlines,LIM,LIMA,2026-09-12 01:45:00,2026-09-12 01:45:00,INI,INI,T4S,S,750-759,B789,2026-09-11 22:31:11.072674
MAD_2606_12/09/2026_02:20:00_BOG,MAD,2606,EY,Etihad Airways,BOG,BOGOTA /EL DORADO,2026-09-12 02:20:00,2026-09-12 02:20:00,SCH,SCH,T4S,S,960-964,B788,2026-09-11 22:31:11.072674
MAD_3811_12/09/2026_02:20:00_BOG,MAD,3811,EK,Emirates,BOG,BOGOTA /EL DORADO,2026-09-12 02:20:00,2026-09-12 02:20:00,SCH,SCH,T4S,S,960-964,B788,2026-09-11 22:31:11.072674
MAD_047_12/09/2026_02:20:00_BOG,MAD,047,AV,Avianca,BOG,BOGOTA /EL DORADO,2026-09-12 02:20:00,2026-09-12 02:20:00,SCH,SCH,T4S,S,960-964,B788,2026-09-11 22:31:11.072674
MAD_5315_12/09/2026_02:20:00_BOG,MAD,5315,CA,Air China,BOG,BOGOTA /EL DORADO,2026-09-12 02:20:00,2026-09-12 02:20:00,SCH,SCH,T4S,S,960-964,B788,2026-09-11 22:31:11.072674
MAD_898_12/09/2026_02:40:00_PEK,MAD,898,CA,Air China,PEK,BEIJING / CAPITAL,2026-09-12 02:40:00,2026-09-12 02:40:00,INI,INI,T1,B,319-324,B789,2026-09-11 22:31:11.072674
MAD_025_12/09/2026_02:50:00_VVI,MAD,025,UX,Air Europa,VVI,SANTA CRUZ / VIRU VIRU INTL.,2026-09-12 02:50:00,2026-09-12 02:50:00,SCH,SCH,T1,B,216-222,B788,2026-09-11 22:31:11.072674
MAD_5054_12/09/2026_05:45:00_LUX,MAD,5054,FR,Ryanair,LUX,LUXEMBURGO,2026-09-12 05:45:00,2026-09-12 05:45:00,SCH,SCH,T1,C,358-360,738W,2026-09-11 22:31:11.072674
MAD_404_12/09/2026_05:45:00_PMI,MAD,404,FR,Ryanair,PMI,PALMA DE MALLORCA,2026-09-12 05:45:00,2026-09-12 05:45:00,SCH,SCH,T1,C,358-360,738W,2026-09-11 22:31:11.072674
MAD_5713_12/09/2026_05:50:00_BUD,MAD,5713,FR,Ryanair,BUD,BUDAPEST,2026-09-12 05:50:00,2026-09-12 05:50:00,SCH,SCH,T1,C,358-360,738W,2026-09-11 22:31:11.072674
MAD_059_12/09/2026_05:55:00_FCO,MAD,059,AZ,ITA Airways,FCO,ROMA /FIUMICINO,2026-09-12 05:55:00,2026-09-12 06:40:00,SCH,SCH,T2,D,408-411,A20N,2026-09-11 22:31:11.072674
MAD_6210_12/09/2026_05:55:00_FCO,MAD,6210,AV,Avianca,FCO,ROMA /FIUMICINO,2026-09-12 05:55:00,2026-09-12 06:40:00,SCH,SCH,T2,D,408-411,A20N,2026-09-11 22:31:11.072674
MAD_9602_12/09/2026_05:55:00_FCO,MAD,9602,FR,Ryanair,FCO,ROMA /FIUMICINO,2026-09-12 05:55:00,2026-09-12 05:55:00,SCH,SCH,T1,C,358-360,738W,2026-09-11 22:31:11.072674
MAD_1121_12/09/2026_05:55:00_FRA,MAD,1121,LH,Lufthansa,FRA,FRANKFURT,2026-09-12 05:55:00,2026-09-12 05:55:00,SCH,SCH,T2,D,415-419,A321,2026-09-11 22:31:11.072674
MAD_6514_12/09/2026_05:55:00_FRA,MAD,6514,AV,Avianca,FRA,FRANKFURT,2026-09-12 05:55:00,2026-09-12 05:55:00,SCH,SCH,T2,D,415-419,A321,2026-09-11 22:31:11.072674
MAD_9423_12/09/2026_06:00:00_CDG,MAD,9423,,,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_3137_12/09/2026_06:00:00_CDG,MAD,3137,,,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_6380_12/09/2026_06:00:00_CDG,MAD,6380,KE,KOREAN AIR,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_3023_12/09/2026_06:00:00_CDG,MAD,3023,,,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_8590_12/09/2026_06:00:00_AMS,MAD,8590,,,AMS,AMSTERDAM /SCHIPHOL,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,423-431,A21N,2026-09-11 22:31:11.072674
MAD_5376_12/09/2026_06:00:00_CRL,MAD,5376,FR,Ryanair,CRL,BRUSELAS /CHARLEROI,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T1,C,356-360,738W,2026-09-11 22:31:11.072674
MAD_4781_12/09/2026_06:00:00_ORY,MAD,4781,TO,Transavia,ORY,PARIS /ORLY,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,559-560,738W,2026-09-11 22:31:11.072674
MAD_432_12/09/2026_06:00:00_WAW,MAD,432,LO,LOT-Polskie Linie Lotnicze,WAW,VARSOVIA,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,538-540,B38M,2026-09-11 22:31:11.072674
MAD_5192_12/09/2026_06:00:00_CDG,MAD,5192,,,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_9852_12/09/2026_06:00:00_CDG,MAD,9852,SK,SAS Scandinavian Airlines,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_8571_12/09/2026_06:00:00_CDG,MAD,8571,DL,Delta,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_9631_12/09/2026_06:00:00_AMS,MAD,9631,DL,Delta,AMS,AMSTERDAM /SCHIPHOL,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,423-431,A21N,2026-09-11 22:31:11.072674
MAD_2225_12/09/2026_06:00:00_CDG,MAD,2225,UX,Air Europa,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_5183_12/09/2026_06:00:00_CDG,MAD,5183,WS,Westjet Airlines LTD,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_1881_12/09/2026_06:00:00_CDG,MAD,1881,SQ,Singapore Airlines,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_1401_12/09/2026_06:00:00_CDG,MAD,1401,AF,Air France,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_1698_12/09/2026_06:00:00_AMS,MAD,1698,,,AMS,AMSTERDAM /SCHIPHOL,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,423-431,A21N,2026-09-11 22:31:11.072674
MAD_5691_12/09/2026_06:00:00_AMS,MAD,5691,,,AMS,AMSTERDAM /SCHIPHOL,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,423-431,A21N,2026-09-11 22:31:11.072674
MAD_6739_12/09/2026_06:00:00_AMS,MAD,6739,SK,SAS Scandinavian Airlines,AMS,AMSTERDAM /SCHIPHOL,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,423-431,A21N,2026-09-11 22:31:11.072674
MAD_1500_12/09/2026_06:00:00_AMS,MAD,1500,KL,KLM,AMS,AMSTERDAM /SCHIPHOL,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,D,423-431,A21N,2026-09-11 22:31:11.072674
MAD_1712_12/09/2026_06:00:00_CDG,MAD,1712,MU,China Eastern,CDG,PARIS /CHARLES DE GAULLE,2026-09-12 06:00:00,2026-09-12 06:00:00,SCH,SCH,T2,E,423-431,A318,2026-09-11 22:31:11.072674
MAD_2011_12/09/2026_06:10:00_LPA,MAD,2011,FR,Ryanair,LPA,GRAN CANARIA,2026-09-12 06:10:00,2026-09-12 06:10:00,SCH,SCH,T1,C,356-360,738W,2026-09-11 22:31:11.072674
MAD_3732_12/09/2026_06:20:00_BRU,MAD,3732,SN,Brussels Airlines,BRU,BRUSELAS,2026-09-12 06:20:00,2026-09-12 06:20:00,SCH,SCH,T2,D,415-421,A320,2026-09-11 22:31:11.072674
MAD_6612_12/09/2026_06:25:00_RBA,MAD,6612,FR,Ryanair,RBA,RABAT /SALE,2026-09-12 06:25:00,2026-09-12 06:25:00,SCH,SCH,T1,B,356-360,B38M,2026-09-11 22:31:11.072674
MAD_690_12/09/2026_06:25:00_VIE,MAD,690,FR,Ryanair,VIE,VIENA,2026-09-12 06:25:00,2026-09-12 06:25:00,SCH,SCH,T1,C,356-360,B38M,2026-09-11 22:31:11.072674
MAD_6818_12/09/2026_06:30:00_BIO,MAD,6818,AM,Aeromexico,BIO,BILBAO,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
MAD_1159_12/09/2026_06:30:00_LIS,MAD,1159,UX,Air Europa,LIS,LISBOA,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
MAD_7547_12/09/2026_06:30:00_BIO,MAD,7547,EY,Etihad Airways,BIO,BILBAO,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
MAD_6898_12/09/2026_06:30:00_LIS,MAD,6898,AM,Aeromexico,LIS,LISBOA,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
MAD_7855_12/09/2026_06:30:00_LIS,MAD,7855,AD,Azul Linhas Aéreas Brasileiras S/A,LIS,LISBOA,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
MAD_3330_12/09/2026_06:30:00_BIO,MAD,3330,KL,KLM,BIO,BILBAO,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
MAD_6841_12/09/2026_06:30:00_AGP,MAD,6841,AM,Aeromexico,AGP,MALAGA-COSTA DEL SOL,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,D,506-532,738W,2026-09-11 22:31:11.072674
MAD_7161_12/09/2026_06:30:00_BIO,MAD,7161,UX,Air Europa,BIO,BILBAO,2026-09-12 06:30:00,2026-09-12 06:30:00,SCH,SCH,T2,E,506-532,738W,2026-09-11 22:31:11.072674
